,sentiment,content
1996,neutral,is desperate to go to the venice beinnale
1997,neutral,Sleep. Work tomorrow.
1999,neutral,got GREATscores. i'm off a while for exam yeaps.
2025,neutral,@blucu so u aren't going to be in Chicago
2028,neutral,I think I've finally reached the point in my life where I need a nasal hair trimmer
2035,neutral,"@antwanduncan ew, tongue kiss"
2036,neutral,Walls of Jericho please come to WORCESTER asap! Candace pleeaassee! Why did Flee the Seen call it quits? whyyy?
2038,neutral,@smallchou I'm still working.
2055,neutral,sometimes spam leaks in to the message board.
2056,neutral,"@stalyn Yeh I suppose, but its not the same you know? To me Henry isn't really a gunner any more"
2072,neutral,need to pass the exams
2076,neutral,Every element in the DOM with children is a single parent
2079,neutral,@zaam It's is in the July issue of OXM... so I don't have anything to link you to right now
2080,neutral,I give in to easily
2090,neutral,I need a present for my mom.  Could anybody help me ?!
2094,neutral,Guess what happened to my butt yesterday? Yes - Annas finger came for a visit... and I said nothing about it.
2102,neutral,"@milosundae akhrnya The Hills nggi..90210-nya macet2..HIMYM cm ada season4,pdhl gw nyari season3nya"
2109,neutral,Surgery when I wake up
2118,neutral,@lorrainelock they are having a closing down sale !    does not look good.
2136,neutral,"go to my father's house or not?!that is the question...domestic food and people around me vs my bed,my tv and my world...dont know"
2138,neutral,"@kegrocks I did one last night  it will be available in dvd, blue ray, and digital download via the iTunes store by the end of the week"
2139,neutral,"@mrspaulkjonas No, havent heard anything about the show   It hasnt been on on saturday nights, but there are the occasional sunday reruns."
2146,neutral,@grum have you seen who's knocked you off top spot on wefollow for #perth?
2148,neutral,@dreamsthedream @dreamsthedream @dreamsthedream I came back to Germany yesterday. My five days in the UK were over.
2150,neutral,3) I really want to see &quot;Up&quot;
2157,neutral,"Because twitter is about being an attention whore: meet new haircut, same as the old one: http://u.nu/8748 She refused to cut a fringe"
2160,neutral,I guess I'm just not smoking tonight
2163,neutral,Oh cr*p ... Placebo tix and Tori Amos both go on sale at 9am. Anticipating hot cake distribution of both.
2169,neutral,3/4 through project car 1.
2170,neutral,playing bejewled on facebook.. damn it i want a higherscore!
2171,neutral,starting to wonder if I'm going to get this job... came across as though i'd find work elsewhere if needs must... not intentionally
2178,neutral,Lovely morning to cycle to work but met with a 29 degree office
2182,neutral,"going to work, it's 3:30am"
2198,neutral,On the train now. I forgot by charger  that means no whoshere for me today till I get home haha!  but I'd still tweet u guys! xxx
2206,neutral,nothing
2212,neutral,@krissysalisbury don't ask  Hoping that today will be an improvment on the rest of the week. Looking forward to the weekend weather!
2215,neutral,10 days to recover from ligament damage (from now) will give me about 3 days to train for the 5k
2217,neutral,@NellaGrl 64 degrees would be a dream. it's 75 in Boise still.
2225,neutral,feel like am at one of those gyms where the machines work you rather than you them
2237,neutral,wishes wag na sana ma reject thesis proposal ko nadedepress na ko eh (goodluck) (annoyed)  http://plurk.com/p/wy27u
2238,neutral,"@DamoDarko yep, i wish they were all playing dubiln"
2246,neutral,lunch at 5.30pm!
2247,neutral,assignments!
2253,neutral,prepare yourself
2258,neutral,@Silbersurfer TOLD YOU!
2260,neutral,@pyroezra but you should move here! I have school.
2267,neutral,Eating pringles at nearly 1 AM really reminds me  of touring with the Jonas Brothers (don't ask).......I miss that so much....
2269,neutral,"@Emsy Your pic didn't show up for me  Boo!!!! All the other pics on that site show up, but not yours"
2278,neutral,@lady_jane   hope yours will go away quicker than mine (10 weeks now and counting)
2285,neutral,Just finished watching terminator. Other than the music nothing is great
2294,neutral,"So, I am working on the news as well while I am doing all of this &amp; Rob is all over the place!  No wonder that boy never gets left alone!"
2298,neutral,"@tsarnick Yeah, that was my thumb last night. Sorry"
2306,neutral,@grantarnow WHY DIDNT I SEE YOU?
2311,neutral,backache
2322,neutral,@pyroezra idk if i could.  it would cost me soo much there.
2338,neutral,@beakpie yes. Yes you will.
2349,neutral,"Ghhh! Went an hour earlier to bed thinking ill get an area hr of sleep, woke up an hr earlier. Today is gonna be a looooong one again."
2351,neutral,@AdamAxon That bloody free kick after 1 min 07 seconds was sooooooo close to going in.......if only
2352,neutral,contemplating when to hand in my lovely car
2354,neutral,Live TV coming to the XBox 360.  But only if you live in the UK.  http://tinyurl.com/kq47ah
2356,neutral,"you people are missing the point here, instead of @god loosing followers he's GAINING! over 50 new ppl in 6 hours"
2357,neutral,@munzee the 14-24 is definitely going... sold the 70-200 and 200F2 is  too HEAVY  Think I'll get away with the 50/85? #Twedding
2363,neutral,@Samm_xo Today yeah
2364,neutral,@justin_roe oh well.  I've never seen him do anything before so I'm not gonna say anything.
2368,neutral,@markboulton @robertmills Looks like I'm on tea duty all day.
2373,neutral,#3wordsaftersex my turn yet?
2375,neutral,WANTS TO GO TO SLEEP WITH THE SOUND OF THE RAIN
2379,neutral,@ac07 LOL. Academy-ish. Haha. I really really miss O.B.
2388,neutral,down in my series with denver on 2k9 3-1
2402,neutral,@RaNTeLLDaT I KNO I SHOULDA CAME
2407,neutral,I wish I had company
2410,neutral,has woken up feeling a little special...i dont thing drink the bar dry is on the cards. when i finally sober up its home time i think
2412,neutral,"@BuddyThePuggy Poor Buddy, being teased by mini puggy  I think what you need is a #PUGHUG"
2416,neutral,@breakfastnt wasn't much of a debate
2419,neutral,Only four full days left in Aussie-land. I don't want to go home.
2420,neutral,They're gone.
2431,neutral,on way to work
2432,neutral,is sick in the doctors waiting room
2441,neutral,@Jay5920 leave Fraser alone
2451,neutral,trying to understand why WHY i joined twitter.....everyone else was doing it i felt left out
2452,neutral,"@Mogeezie u ever jus fell like damn, i jus want to cake it n lay next to ur baby...watch movies chill freak on all night..."
2456,neutral,Just wants to stay in bed all day but has to go to work instead  sux
2463,neutral,"Dizzy  I wanna lie die, but those calories aren't gonna just balk because I ignore them."
2464,neutral,is super tired
2465,neutral,"just realized that Chris Lake was spinning in stockholm yesterday, and I missed it!"
2473,neutral,I almost lost you again phone  silly indy
2475,neutral,"@inrsoul I can't buy, only rent!"
2483,neutral,"@ELJmcfly Were done so much for them, then brazilians ha! but no meh, i think they love the other countries more then the UK"
2489,neutral,work sucked .. another 8 hour shift with only 30 dollars to show for..    i need a new job...
2491,neutral,@SophiaF3F3 word i'm always up
2499,neutral,hates karma down. bakit kse nilagnat aq khpon?  http://plurk.com/p/wy4ju
2504,neutral,IS BORED. Can't even tease people now
2505,neutral,@geekinpink804  i can't.
2518,neutral,Two day hangover
2519,neutral,I'm not here this weekend...  See you monday twitters
2535,neutral,Tummy bugs are lame! Got about an hours sleep if that.
2542,neutral,"@Badger5000 probably, but the yoot don't care no more grandad"
2546,neutral,@bbyowls i know   but its better than nothing
2548,neutral,@Pyroezra i know hella  i wish i could be how my mom was and just move across the usa!
2551,neutral,@From__Hell beeeeaaaaatooooo!!!!!
2555,neutral,nt online today &amp; mayb whole of next week  if u havent voted pls do: http://bit.ly/hHigd
2563,neutral,Can't concentrate  need a booster to woork
2567,neutral,@Lickasha sorry 19/female/atl very lonely
2571,neutral,tried to 'bing' today.. not operational in australia yet
2575,neutral,RAIN!!!!!!!!!!!! AAAAAAAAAAHHHHHHHH! i'm gonna melt. damn it's cold. freakin cold.  brrrrrr
2578,neutral,it says not in stock
2579,neutral,Beer in the fridge
2581,neutral,@Jalanii awwww wat i was gonna buy myself something pretty  nvm
2587,neutral,Ah this is getting to me
2609,neutral,@eucalyptusapp I saw the note in FAQ about other languages.  any thing that would change your mind? need any help or anything else?
2618,neutral,@Roy_Thomas ahhhh probably will...not good  u been Dubai before??
2622,neutral,@zacktate  where u goin
2625,neutral,@psychorn We are at alexander. Just had a 3 course dinner and i am wearing someone elses red wine
2630,neutral,I just spent 2 hours looking for a blog topic and ended up inventing my own.  grrrr    http://bit.ly/QRz6y
2637,neutral,@charlieboy808 : thats if u go on a weekend.
2645,neutral,had a horrible sleep + in a rather bad mood
2647,neutral,"http://is.gd/IQ03 Microsoft has released Zune also in Europe, no HD for us"
2649,neutral,"heading to bed, somewhat reluctantly, as there is Look Around You on at 1:30. Why must the DVDs be Region 2 only?"
2653,neutral,"@shaundiviney i just got mine, but it wouldnt let me call you"
2668,neutral,All of a sudden I'm craving broccoli and cheese soup really bad...  oh the hunger
2675,neutral,picat 21
2677,neutral,Listening to Someday We'll Know... It's raining!!!!
2679,neutral,Is de examens al beu
2681,neutral,who wants to be FRIENDS ??? i need a friend right now
2683,neutral,@Phoebo yeah....but I finish go home get changed etc etc then im off again
2693,neutral,i have a yucky burn
2698,neutral,@alisonmyra It's called a RipStick.  When I had a job I sold a lot of those...
2699,neutral,@iminditch yesh and that potato guy is online... but hes not live
2700,neutral,All of a sudden I'm craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...
2708,neutral,@naughtymutt ... an explosion of them? in the late eighties we had very odd weather and instead of them migrating the wind blew them back
2711,neutral,In Kelantan! Good to be (sort of) home! :pI'm guilt stricken after having that turtle egg.  Really. Won't do it again. Really.
2715,neutral,@theguiltshow ikr!!!
2730,neutral,@mikebthatsme ugggh idk how to do that  but i only wanna stop getting texts from twitterr  -ilsE*
2731,neutral,@riineySTACKEDx lol cnt its too slow
2743,neutral,@thawrite1 oh you and @mdotperiod had free drinks?! thats wasup..Im givin up drinkin for a lil bit
2753,neutral,I wanna buy a million copies. But i aint that rich  @jessicaveronica just buy some more copies urself hahah
2757,neutral,@AlexAllTimeLow  get back to tokyo man..we miss you.
2761,neutral,Least u can get some more! Im broke
2774,neutral,"@lou_lantos Jeff can't Forcast tonight.  He says Saturday he's good at 8:30 your time. If,you knowï¿½ you don't have A LIFE on Saturdays."
2775,neutral,so. I'm taking my life guarding classes fri (7-9pm) sat (9-6pm) sun (9-4pm) and mon (3-630pm) live eat and breath life guard stuff. yay.
2778,neutral,"..the weather may makes it, cause temp fell down to 15C from 30C which were yesterday  ..."
2781,neutral,my thumb hurts after breaking the nail....
2787,neutral,@Tarale dinner appointment tonight
2791,neutral,Finally reunited with my Hunny bunny@tarzan_0802 I have him for a few days b4 he leaves me again for another week away @ work  night!
2801,neutral,leave for calcutta-delhi-lucknow tomorrow...10 days of absence!!!
2808,neutral,@ontrich Yes I do
2817,neutral,I want more followers.
2818,neutral,i joined this because i think my smith chips invent a flavour competion entry wont be recognised  its  SWEETPOTATOE AND SEASALT  flavour ?
2819,neutral,@caitlandkawaii im a pleb  i had to take it out of the freezer.. and put it in the oven!
2838,neutral,@ErikVeland i'm not in the best financial situation myself at the moment. i'm beyond broke. my money is spend as soon as i earn it atm
2839,neutral,I have to choose between @pink and @Essendon_FC on Sunday and @pink wins. I'm shattered.  Why can't I be healthy enough to go to both?
2840,neutral,"@TimmyNess for cervical cancer, I have to get 2 more"
2845,neutral,@assrocket You must be scared to be trolling here. You guys are so sad.   #tcot #right
2857,neutral,Last day in Dijon
